lowlevel.silence_rate_20dB.mean,lowlevel.silence_rate_20dB.stdev,lowlevel.silence_rate_30dB.mean,lowlevel.silence_rate_30dB.stdev,lowlevel.silence_rate_60dB.mean,lowlevel.silence_rate_60dB.stdev,lowlevel.spectral_flux.mean,lowlevel.spectral_flux.stdev,lowlevel.spectral_rms.mean,lowlevel.spectral_rms.stdev,metadata.audio_properties.replay_gain.mean,metadata.audio_properties.replay_gain.stdev,lowlevel.gfcc.mean.0,lowlevel.gfcc.mean.1,lowlevel.gfcc.mean.2,lowlevel.gfcc.mean.3,lowlevel.gfcc.mean.4,lowlevel.gfcc.mean.5,lowlevel.gfcc.mean.6,lowlevel.gfcc.mean.7,lowlevel.gfcc.mean.8,lowlevel.gfcc.mean.9,lowlevel.gfcc.mean.10,lowlevel.gfcc.mean.11,lowlevel.gfcc.mean.12,lowlevel.gfcc.stdev.0,lowlevel.gfcc.stdev.1,lowlevel.gfcc.stdev.2,lowlevel.gfcc.stdev.3,lowlevel.gfcc.stdev.4,lowlevel.gfcc.stdev.5,lowlevel.gfcc.stdev.6,lowlevel.gfcc.stdev.7,lowlevel.gfcc.stdev.8,lowlevel.gfcc.stdev.9,lowlevel.gfcc.stdev.10,lowlevel.gfcc.stdev.11,lowlevel.gfcc.stdev.12,lowlevel.melbands.mean.0,lowlevel.melbands.mean.1,lowlevel.melbands.mean.2,lowlevel.melbands.mean.3,lowlevel.melbands.mean.4,lowlevel.melbands.mean.5,lowlevel.melbands.mean.6,lowlevel.melbands.mean.7,lowlevel.melbands.mean.8,lowlevel.melbands.mean.9,lowlevel.melbands.mean.10,lowlevel.melbands.mean.11,lowlevel.melbands.mean.12,lowlevel.melbands.mean.13,lowlevel.melbands.mean.14,lowlevel.melbands.mean.15,lowlevel.melbands.mean.16,lowlevel.melbands.mean.17,lowlevel.melbands.mean.18,lowlevel.melbands.mean.19,lowlevel.melbands.mean.20,lowlevel.melbands.mean.21,lowlevel.melbands.mean.22,lowlevel.melbands.mean.23,lowlevel.melbands.mean.24,lowlevel.melbands.mean.25,lowlevel.melbands.mean.26,lowlevel.melbands.mean.27,lowlevel.melbands.mean.28,lowlevel.melbands.mean.29,lowlevel.melbands.mean.30,lowlevel.melbands.mean.31,lowlevel.melbands.mean.32,lowlevel.melbands.mean.33,lowlevel.melbands.mean.34,lowlevel.melbands.mean.35,lowlevel.melbands.mean.36,lowlevel.melbands.mean.37,lowlevel.melbands.mean.38,lowlevel.melbands.mean.39,lowlevel.melbands.stdev.0,lowlevel.melbands.stdev.1,lowlevel.melbands.stdev.2,lowlevel.melbands.stdev.3,lowlevel.melbands.stdev.4,lowlevel.melbands.stdev.5,lowlevel.melbands.stdev.6,lowlevel.melbands.stdev.7,lowlevel.melbands.stdev.8,lowlevel.melbands.stdev.9,lowlevel.melbands.stdev.10,lowlevel.melbands.stdev.11,lowlevel.melbands.stdev.12,lowlevel.melbands.stdev.13,lowlevel.melbands.stdev.14,lowlevel.melbands.stdev.15,lowlevel.melbands.stdev.16,lowlevel.melbands.stdev.17,lowlevel.melbands.stdev.18,lowlevel.melbands.stdev.19,lowlevel.melbands.stdev.20,lowlevel.melbands.stdev.21,lowlevel.melbands.stdev.22,lowlevel.melbands.stdev.23,lowlevel.melbands.stdev.24,lowlevel.melbands.stdev.25,lowlevel.melbands.stdev.26,lowlevel.melbands.stdev.27,lowlevel.melbands.stdev.28,lowlevel.melbands.stdev.29,lowlevel.melbands.stdev.30,lowlevel.melbands.stdev.31,lowlevel.melbands.stdev.32,lowlevel.melbands.stdev.33,lowlevel.melbands.stdev.34,lowlevel.melbands.stdev.35,lowlevel.melbands.stdev.36,lowlevel.melbands.stdev.37,lowlevel.melbands.stdev.38,lowlevel.melbands.stdev.39,lowlevel.mfcc.mean.0,lowlevel.mfcc.mean.1,lowlevel.mfcc.mean.2,lowlevel.mfcc.mean.3,lowlevel.mfcc.mean.4,lowlevel.mfcc.mean.5,lowlevel.mfcc.mean.6,lowlevel.mfcc.mean.7,lowlevel.mfcc.mean.8,lowlevel.mfcc.mean.9,lowlevel.mfcc.mean.10,lowlevel.mfcc.mean.11,lowlevel.mfcc.mean.12,lowlevel.mfcc.stdev.0,lowlevel.mfcc.stdev.1,lowlevel.mfcc.stdev.2,lowlevel.mfcc.stdev.3,lowlevel.mfcc.stdev.4,lowlevel.mfcc.stdev.5,lowlevel.mfcc.stdev.6,lowlevel.mfcc.stdev.7,lowlevel.mfcc.stdev.8,lowlevel.mfcc.stdev.9,lowlevel.mfcc.stdev.10,lowlevel.mfcc.stdev.11,lowlevel.mfcc.stdev.12,lowlevel.spectral_contrast_valleys.mean.0,lowlevel.spectral_contrast_valleys.mean.1,lowlevel.spectral_contrast_valleys.mean.2,lowlevel.spectral_contrast_valleys.mean.3,lowlevel.spectral_contrast_valleys.mean.4,lowlevel.spectral_contrast_valleys.mean.5,lowlevel.spectral_contrast_valleys.stdev.0,lowlevel.spectral_contrast_valleys.stdev.1,lowlevel.spectral_contrast_valleys.stdev.2,lowlevel.spectral_contrast_valleys.stdev.3,lowlevel.spectral_contrast_valleys.stdev.4,lowlevel.spectral_contrast_valleys.stdev.5,arousal.arousal,valence.valence
1,0,0.992481232,0.086384274,0.022556391,0.148484334,0.014819278,0.005842783,0.000710198,0.000232967,11.38339233,0,-210.81879,107.2171,-119.57635,15.915663,-55.524998,5.6867437,-31.806538,8.945156,-20.290325,5.675466,-17.34348,2.6390228,-11.466406,119.52195,39.278976,19.927942,11.986269,11.361832,10.272916,7.573717,9.424913,8.217264,7.5664334,7.481499,6.9374576,7.591789,1.85195E-05,1.45436E-05,1.24071E-05,1.35362E-05,1.43828E-05,9.08122E-06,8.77645E-06,9.72958E-06,9.13609E-06,8.68211E-06,1.06742E-05,6.27369E-06,1.56537E-06,1.25402E-06,1.3925E-06,1.68209E-06,1.0578E-06,1.19384E-06,9.73062E-07,5.22769E-07,2.79448E-07,2.66922E-07,3.15855E-07,2.58541E-07,2.4454E-07,2.2556E-07,1.15917E-07,7.44892E-08,4.12066E-08,3.44261E-08,2.65167E-08,2.14271E-08,2.50546E-08,1.75515E-08,1.1882E-08,5.44293E-09,3.70726E-09,2.62212E-09,2.09671E-09,1.9678E-09,1.56504E-05,1.06151E-05,1.0544E-05,1.14984E-05,1.97104E-05,8.41677E-06,8.53958E-06,1.35716E-05,1.98487E-05,1.59672E-05,4.74202E-05,1.24544E-05,1.97516E-06,1.58621E-06,2.03765E-06,3.54136E-06,1.36988E-06,2.3142E-06,2.54878E-06,1.08419E-06,3.13517E-07,3.36393E-07,4.12893E-07,4.68731E-07,7.16242E-07,7.37323E-07,3.09121E-07,9.12669E-08,6.65295E-08,6.37022E-08,3.51814E-08,2.97242E-08,5.82885E-08,3.63036E-08,1.71528E-08,6.16391E-09,4.05376E-09,2.13808E-09,1.23606E-09,1.04584E-09,-846.81934,145.775,-10.520791,18.625828,-5.8534317,1.9882338,-4.0563226,2.520743,-0.47826815,3.8041506,3.0565844,-3.4080956,-1.3908712,71.14228,25.894632,12.227731,10.186194,8.57408,11.308307,7.7907457,8.463129,6.761679,6.540038,7.398792,7.9908695,6.962563,-6.654224,-7.102838,-7.9275327,-8.432258,-9.273831,-10.694181,1.4621807,1.4357235,1.3117638,1.2193742,1.2001114,0.75609535,-0.048639736,0.056883759
0.026515152,0.160660967,0.015151516,0.12215554,0.015151516,0.12215554,0.196627229,0.080167979,0.00991159,0.003304678,-2.008527756,0,-30.045586,107.317825,-50.555912,29.808466,-29.242765,27.410662,-31.234276,17.56721,-16.475569,11.627701,-10.088559,7.594904,-7.9964666,115.17811,30.62281,14.334775,10.309393,9.234378,7.253475,6.8401585,6.54548,7.4033885,6.190249,5.971184,5.6243916,6.2186,0.021327823,0.009185744,0.001286852,0.000433789,0.000464589,0.000303672,8.68657E-05,7.32151E-05,4.8071E-05,3.03749E-05,1.95902E-05,1.74489E-05,1.37582E-05,1.32235E-05,1.13839E-05,8.23578E-06,6.34839E-06,6.71901E-06,4.93195E-06,3.87505E-06,2.27093E-06,1.86995E-06,1.80354E-06,1.46046E-06,9.19137E-07,6.87046E-07,4.69712E-07,4.21094E-07,2.79219E-07,2.21019E-07,2.38738E-07,2.686E-07,2.39566E-07,2.23251E-07,2.04387E-07,1.6343E-07,1.46987E-07,1.67888E-07,1.90241E-07,2.50844E-07,0.015628705,0.007325653,0.001311905,0.000396897,0.000457374,0.000397361,0.000126391,5.98468E-05,4.65364E-05,2.6534E-05,2.31451E-05,1.82858E-05,1.10782E-05,1.67999E-05,1.74537E-05,9.47091E-06,7.50824E-06,6.47037E-06,5.8415E-06,4.62964E-06,2.02966E-06,1.80582E-06,1.61094E-06,1.66663E-06,5.81581E-07,6.78399E-07,4.15897E-07,3.97967E-07,2.07787E-07,1.25477E-07,2.63213E-07,2.63136E-07,1.40024E-07,1.21166E-07,1.16602E-07,1.34036E-07,1.02218E-07,1.33492E-07,1.80141E-07,2.4782E-07,-693.65497,152.72401,39.34401,25.617947,28.826101,16.25013,10.572944,9.705934,6.637187,4.8582006,9.526085,2.709879,6.1299653,74.224754,22.045807,13.236465,9.095799,7.6313653,7.219862,6.855956,6.1070657,6.279533,6.278636,5.885255,5.5261106,5.3293724,-4.542942,-5.906111,-6.645866,-7.210839,-8.240081,-8.718442,1.4544766,1.2677131,1.172664,1.0961727,1.0501304,0.83463603,0.701566364,-0.330585326
0.276515156,0.447274446,0.015151516,0.12215554,0.015151516,0.12215554,0.081229396,0.016930034,0.00579617,0.001112019,-7.888597488,0,83.772224,-15.229174,-111.07534,22.493532,-72.59314,7.2022767,-28.589111,36.069397,-22.884295,-2.970863,-24.47372,7.8899436,-15.633308,126.2432,19.091284,12.956942,7.789358,8.996747,7.551677,7.1562295,8.8138895,6.543873,4.8454227,7.412837,9.685584,7.5981565,9.93712E-05,0.000201105,0.000164181,6.75918E-05,8.90866E-05,7.03176E-05,9.32857E-05,0.000264245,0.000930819,0.00012265,0.000220902,9.51823E-05,0.000264785,4.1931E-05,2.56655E-05,9.33755E-06,2.31976E-05,1.83153E-05,1.40579E-05,1.57606E-05,4.36971E-05,0.000169691,0.000298389,0.000141105,0.000106838,4.47613E-05,3.30675E-05,2.69445E-05,2.76081E-05,3.08815E-05,8.13123E-05,7.81569E-05,2.49089E-05,9.20171E-06,1.49766E-05,1.6517E-05,1.11731E-05,2.94759E-05,0.000161882,1.56568E-05,3.28531E-05,9.48532E-05,8.57897E-05,4.21919E-05,5.64871E-05,4.15009E-05,5.73192E-05,0.000153302,0.000650009,4.66698E-05,7.80334E-05,5.0823E-05,0.000155723,2.55147E-05,1.41064E-05,4.77322E-06,1.12572E-05,7.8556E-06,6.61115E-06,9.40151E-06,2.28471E-05,0.000102579,0.00019229,0.000117202,6.58962E-05,3.10317E-05,1.68672E-05,1.12866E-05,1.39986E-05,1.93869E-05,6.31902E-05,4.14204E-05,1.66945E-05,4.55515E-06,1.07522E-05,1.31256E-05,8.61174E-06,3.19893E-05,0.000202912,1.7071E-05,-560.8683,34.602913,1.4704994,13.828192,-12.2581415,-23.57173,0.45193875,17.8651,15.4176,-9.838313,10.103896,5.4855013,-8.061501,90.67836,13.113273,10.355547,9.940132,8.265402,9.50428,6.834863,8.3707905,6.4303837,5.8326387,6.5835443,6.183491,4.2818084,-5.4904904,-5.657476,-5.915916,-6.5988755,-6.1371865,-6.884582,1.2586273,1.2927732,1.2283283,1.1356589,1.2436427,1.0335773,0.988458368,-0.991755977
1,0,0.5,0.5,0.015151516,0.12215554,0.029880553,0.007466571,0.001815487,0.00043568,3.606182098,0,-138.30794,143.63927,-149.83833,-17.08452,-34.547413,6.083268,-35.83828,-4.6797566,-30.943079,4.8594627,-17.778927,7.6451774,-8.100676,111.46189,35.676617,19.62024,10.177184,9.239704,7.6814055,8.1813755,8.60522,9.21657,6.975275,6.972629,6.000882,5.9175844,2.73714E-05,3.50591E-05,5.50096E-05,6.51453E-05,0.000136953,6.02957E-05,2.14299E-05,2.49273E-05,5.69309E-05,3.13294E-05,2.13639E-05,2.52639E-05,5.66173E-05,4.30758E-05,6.0276E-05,4.37283E-05,1.42165E-05,1.287E-05,8.07714E-06,3.6961E-06,4.77956E-06,4.23316E-06,1.29092E-06,5.40361E-07,5.17458E-07,2.45067E-07,1.69869E-07,8.71322E-08,5.03231E-08,3.568E-08,4.20579E-08,3.32661E-08,1.99307E-08,7.48591E-09,2.17835E-09,1.4776E-09,1.82093E-09,3.05568E-09,3.02036E-09,1.85621E-09,2.29762E-05,2.69537E-05,4.21358E-05,5.46592E-05,0.000103002,4.08631E-05,1.54292E-05,2.49831E-05,5.03809E-05,3.186E-05,1.6319E-05,2.12215E-05,5.13103E-05,3.97919E-05,4.95901E-05,4.69811E-05,1.43964E-05,1.95403E-05,1.0409E-05,3.01076E-06,4.13958E-06,4.75882E-06,1.29635E-06,7.65721E-07,7.04612E-07,2.76611E-07,2.12486E-07,7.62789E-08,4.58132E-08,3.5906E-08,4.52203E-08,3.45475E-08,1.66657E-08,7.54664E-09,2.86358E-09,1.59429E-09,1.81358E-09,5.88337E-09,5.79849E-09,1.94541E-09,-775.97845,195.48418,-52.98209,-4.164456,-0.2614112,8.682379,0.014631416,-6.137022,-1.7601622,-16.190395,1.2270782,-3.1088574,0.23150045,66.18012,27.590292,14.814147,9.288825,7.3184094,8.752844,8.661884,7.383844,6.85535,6.6086273,6.2980046,6.9366703,6.53428,-6.0513625,-6.320639,-6.531017,-7.236662,-9.046829,-10.919996,1.3859452,1.2998648,1.2809142,1.1628565,1.0505867,0.6990404,0.582852432,-0.666941467
1,0,1,0,0.011406844,0.106192224,0.005869012,0.00264756,0.000300873,0.000127047,19.26824188,0,-383.74396,166.21194,-79.68544,1.6008158,-43.75475,-9.568935,-23.585707,2.1923425,-12.289259,-4.5287952,-0.26849183,-9.79737,0.4339924,80.8728,34.210705,12.158131,15.007216,10.852111,8.708017,9.327848,7.8383546,6.483841,6.6702914,6.450508,7.292731,6.115149,9.3792E-06,5.58324E-06,4.99977E-06,4.73952E-06,4.29615E-06,2.28458E-06,1.49034E-06,1.09945E-06,6.62038E-07,5.64617E-07,3.59135E-07,1.51007E-07,6.82733E-08,4.35689E-08,3.24955E-08,2.66132E-08,2.512E-08,1.45003E-08,1.09055E-08,7.27127E-09,4.86333E-09,3.83067E-09,3.33696E-09,2.24463E-09,2.68447E-09,3.0572E-09,1.82549E-09,1.40301E-09,1.12734E-09,5.46618E-10,2.47862E-10,1.5717E-10,1.99595E-10,1.53447E-10,1.37598E-10,1.5798E-10,9.6855E-11,5.10025E-11,4.52418E-11,4.2696E-11,1.12702E-05,6.23936E-06,6.6133E-06,6.17864E-06,5.61449E-06,2.35904E-06,1.2354E-06,1.07858E-06,8.51235E-07,6.4942E-07,3.98634E-07,1.38529E-07,7.07184E-08,5.06102E-08,4.39895E-08,2.45518E-08,2.58614E-08,2.13122E-08,1.46397E-08,8.88822E-09,6.26337E-09,4.6123E-09,4.78617E-09,2.85401E-09,4.56669E-09,4.26703E-09,3.49954E-09,3.36264E-09,2.39067E-09,9.51452E-10,4.31981E-10,2.89759E-10,6.01461E-10,3.56653E-10,2.62212E-10,2.1706E-10,1.87364E-10,6.64463E-11,5.31313E-11,4.07536E-11,-1024.2684,191.80531,30.339607,14.268971,4.2286906,-5.9182806,0.66646576,-0.99256986,-2.1561053,6.5634475,-0.38183424,-2.3988478,-1.0911186,47.490437,24.578579,10.588635,12.0160675,8.071396,6.149922,6.402354,5.4856806,6.491076,6.411533,5.9102736,5.298356,5.246643,-7.197004,-7.9827523,-9.25013,-10.222551,-11.368875,-12.947075,1.1579007,1.0389445,0.88535696,0.7968747,0.82370305,0.64648014,-0.157460841,-0.136026381
1,0,1,0,0.015151516,0.12215554,0.011295947,0.005735064,0.000486573,0.000223616,11.28787613,0,-253.38174,64.011665,-182.1833,-4.7501125,-73.38454,-3.767648,-46.585217,-7.4394493,-31.127567,-10.024411,-17.449984,-16.379513,-10.515644,99.263985,27.965067,27.922935,12.058978,14.425962,12.334481,11.258617,8.757855,10.788271,7.65123,8.393188,8.470405,6.689797,1.17352E-08,3.26626E-07,1.24842E-06,1.5481E-06,1.79924E-06,2.26861E-06,2.48028E-06,2.68486E-06,3.74095E-06,4.07944E-06,3.5639E-06,2.72333E-06,2.57456E-06,4.02097E-06,2.48037E-06,3.38641E-06,4.00687E-06,2.78222E-06,1.62635E-06,1.2952E-06,8.56544E-07,4.91778E-07,4.0742E-07,2.48655E-07,3.21912E-07,2.99946E-07,1.58322E-07,8.06838E-08,6.857E-08,5.63667E-08,4.44755E-08,2.21864E-08,1.49185E-08,1.0484E-08,7.18953E-09,7.14496E-09,9.61525E-09,8.19493E-09,6.03509E-09,3.56515E-09,1.05124E-08,2.93837E-07,9.89855E-07,1.42702E-06,2.02861E-06,5.16878E-06,5.58937E-06,5.01561E-06,6.05428E-06,8.45602E-06,6.17469E-06,3.76661E-06,4.98716E-06,8.70091E-06,3.88614E-06,8.15934E-06,1.00921E-05,5.57752E-06,2.66397E-06,2.16244E-06,1.47314E-06,6.28433E-07,8.34779E-07,2.88945E-07,4.09108E-07,5.25803E-07,2.87142E-07,8.68012E-08,9.41959E-08,5.99292E-08,4.71018E-08,2.76194E-08,2.84994E-08,1.42555E-08,1.00173E-08,1.16683E-08,2.52579E-08,1.57128E-08,1.21146E-08,7.31264E-09,-870.2882,102.56679,-55.584713,-10.167257,-17.982288,-12.13298,-8.93925,-13.694116,-10.056881,-6.5666513,-9.297673,-8.221433,-11.813335,62.968925,20.51727,21.804216,13.13071,10.577995,9.907114,11.884135,9.114921,9.215382,8.116429,7.996592,7.2548,9.270168,-8.816303,-7.6302614,-7.812626,-8.290004,-9.164749,-10.736268,1.0263287,1.150657,1.1113385,1.0992062,1.0460838,0.7953549,-0.282769992,0.234954658
0.880596995,0.32426247,0.597014904,0.490497291,0.018656716,0.135309502,0.068037428,0.091157883,0.002309203,0.002804127,-7.507144928,0,-199.09583,183.94867,-157.54616,-0.2325741,-39.99927,-46.381363,-12.440724,-9.370691,-27.675167,9.031275,-15.651333,-10.616086,3.6637743,125.1191,45.628963,30.122585,15.785236,11.448348,18.25065,11.63948,13.011657,8.117689,8.118115,6.947988,7.059935,6.4253554,4.12719E-05,0.000164254,0.000407542,0.001076006,0.000689117,0.000569556,0.000401726,0.00021241,0.000148865,0.000100758,5.69764E-05,2.93932E-05,2.26083E-05,1.92103E-05,1.98565E-05,1.351E-05,6.93649E-06,6.59314E-06,6.44655E-06,4.80243E-06,3.08189E-06,2.40999E-06,1.88454E-06,1.75411E-06,1.72004E-06,1.15372E-06,9.19623E-07,7.89307E-07,6.76096E-07,4.82219E-07,2.33469E-07,2.97851E-09,1.40841E-10,1.40768E-10,1.34076E-10,1.03725E-10,1.04111E-10,1.06879E-10,1.09979E-10,1.07261E-10,0.000173918,0.000539161,0.001252889,0.004124519,0.002563849,0.00203338,0.001244045,0.000623809,0.00041989,0.000281418,0.000170575,6.62381E-05,5.22334E-05,4.8093E-05,9.26823E-05,5.2311E-05,1.49153E-05,1.95656E-05,2.70343E-05,1.19991E-05,6.18138E-06,6.47077E-06,5.0765E-06,5.1267E-06,5.16053E-06,3.21808E-06,2.5548E-06,2.35232E-06,2.20419E-06,1.21861E-06,4.96512E-07,7.85755E-09,2.30688E-10,2.45318E-10,2.78317E-10,2.15559E-10,2.17498E-10,2.16598E-10,2.43224E-10,2.34343E-10,-833.1157,226.93796,-60.940144,40.658005,-19.646515,-22.288397,11.400977,-29.429115,6.1456075,-3.2167587,-11.1549015,9.388932,-12.749414,96.57302,40.811108,28.342297,19.609917,9.762247,9.500391,9.416601,12.314291,7.203705,7.524763,7.463946,5.936386,7.5899982,-6.195418,-5.908534,-6.933279,-7.6644487,-8.5949335,-12.628684,1.4591146,1.5642236,1.4278165,1.432509,1.4073486,0.6333285,0.177246496,-0.576257214
0.977272749,0.149032325,0.795454562,0.403369516,0.155303031,0.362193137,0.030808756,0.038999818,0.001023946,0.001482309,-1.829408646,0,-331.27048,-0.7347149,-171.34598,-49.061176,-90.70546,-12.840682,-47.642475,26.96778,-2.5597143,15.148198,-3.97944,-2.803102,-9.555048,162.3165,43.43809,53.96913,21.085707,17.59733,20.094347,16.934515,13.2292185,16.8229,11.918467,11.534289,11.636384,10.520975,1.98171E-08,3.63479E-08,5.64396E-08,2.0576E-07,1.76464E-06,1.39876E-05,5.32403E-05,0.000156403,0.000153359,0.000130635,3.28027E-05,8.48035E-06,8.17796E-06,8.5636E-06,3.12273E-06,3.91522E-06,1.00711E-05,2.98911E-05,1.99509E-05,1.07752E-05,3.66507E-06,3.71128E-06,2.8662E-06,5.93689E-06,6.7066E-06,2.7584E-06,1.05872E-06,3.7267E-07,1.57422E-07,4.19089E-08,2.92047E-08,1.02155E-07,1.37743E-07,3.86008E-08,4.08569E-08,6.32864E-08,8.73478E-08,1.70233E-07,2.7875E-07,2.06331E-07,8.68109E-08,2.44215E-07,4.719E-07,1.4474E-06,6.88189E-06,4.5449E-05,0.000184718,0.000577206,0.000530922,0.000487815,0.000147115,3.54824E-05,2.77314E-05,4.0998E-05,9.83103E-06,1.16134E-05,2.9013E-05,0.000110662,6.96017E-05,5.58149E-05,1.44699E-05,1.18486E-05,9.43952E-06,2.54593E-05,2.52472E-05,1.01908E-05,3.29788E-06,1.08297E-06,5.75689E-07,1.35822E-07,9.02163E-08,4.75099E-07,6.53717E-07,1.00411E-07,1.35415E-07,1.68513E-07,3.22862E-07,6.72322E-07,1.29699E-06,8.59828E-07,-965.5329,66.24225,-51.846222,-43.49596,-28.966467,-45.548878,-27.156033,-11.937046,-4.0589395,13.625781,14.426954,2.9759665,1.7275181,152.32106,37.57712,46.01306,23.768288,15.5178995,20.928345,18.212872,12.262144,15.31964,12.6751,12.779264,15.495577,13.676619,-10.753618,-8.252171,-9.041419,-9.284833,-10.17673,-10.965195,1.2243456,1.6958162,1.6947618,1.8881369,1.7510068,1.2891848,0.713107997,-0.302555647
0.473484844,0.499296963,0.026515152,0.160660848,0.015151516,0.12215554,0.076799184,0.043903805,0.006001017,0.002670753,-5.506887436,0,-46.429676,95.573944,-101.206406,67.31115,-46.631294,18.353405,-20.503656,13.056664,-7.374411,9.331572,-3.2796602,4.3096576,-4.5603366,143.36502,37.203403,21.995766,15.40879,16.913128,9.691896,13.491137,8.122564,10.843296,11.076595,11.894036,6.682272,6.9893026,0.010810565,0.002185897,0.000625459,0.000342265,0.000208545,0.000170425,0.000152156,0.000125224,7.3049E-05,4.23704E-05,2.11039E-05,1.55467E-05,1.6653E-05,1.98893E-05,2.10531E-05,1.57043E-05,1.54429E-05,1.47044E-05,1.42894E-05,1.63373E-05,1.92303E-05,1.98382E-05,1.99923E-05,1.60788E-05,1.72867E-05,1.84524E-05,1.45469E-05,1.22273E-05,1.00428E-05,8.07247E-06,6.30693E-06,5.33842E-06,5.53754E-06,5.03537E-06,3.89796E-06,2.41634E-06,1.51184E-06,8.51266E-07,6.06181E-07,4.5915E-07,0.011276403,0.002034628,0.001440499,0.000843613,0.000364626,0.000340511,0.000325431,0.000273345,0.000147349,8.72166E-05,4.28805E-05,3.43781E-05,3.45497E-05,4.0777E-05,4.787E-05,2.80193E-05,2.88036E-05,2.90108E-05,2.82314E-05,3.33909E-05,4.19996E-05,4.80945E-05,4.93427E-05,3.39387E-05,4.04805E-05,5.28149E-05,3.25725E-05,2.51628E-05,2.1651E-05,1.80889E-05,1.46528E-05,1.25767E-05,1.4433E-05,1.41378E-05,1.01245E-05,6.42825E-06,3.92775E-06,2.23203E-06,1.62891E-06,1.50929E-06,-680.38196,112.16866,12.545511,52.358795,7.9344096,18.858067,4.107541,12.378107,3.349602,11.580911,6.0973973,9.121704,7.720362,114.22642,28.297012,16.099983,13.425727,10.074693,11.33584,11.979674,8.419959,8.259053,7.21996,7.70482,7.4248047,7.6957884,-5.241064,-6.0478806,-6.896546,-7.063237,-7.3281126,-8.791032,1.4970701,1.5237833,1.3854513,1.4407065,1.5091959,1.329076,0.821929101,0.027205276
0.861940324,0.344962299,0.529850721,0.499108016,0.014925373,0.121253967,0.073474661,0.09070719,0.002599325,0.002893533,-7.960622787,0,-155.7853,141.27327,-150.94644,14.645598,-73.31535,-23.955673,-33.12107,-9.674508,-17.421518,-4.4449134,-6.3998604,-10.855225,-1.3159484,128.64616,55.706375,26.40291,16.614073,21.048685,19.835802,14.838357,11.781705,10.102948,9.867113,9.39403,11.35704,7.698365,3.72832E-05,0.000162866,0.00040724,0.001076693,0.000691388,0.00080372,0.000687432,0.000218067,0.00015012,0.000101314,5.95497E-05,3.00419E-05,2.26667E-05,1.9211E-05,1.98926E-05,1.3431E-05,7.08875E-06,6.70215E-06,6.6641E-06,5.47707E-06,4.11717E-06,2.98096E-06,2.32033E-06,2.08763E-06,2.05231E-06,1.68274E-06,2.30247E-06,1.52728E-06,7.10828E-07,5.37066E-07,3.88465E-07,3.17433E-07,9.13695E-07,2.4896E-07,1.28761E-07,1.36811E-07,1.24406E-07,6.08989E-08,5.70431E-08,1.58256E-08,0.00017862,0.000536004,0.001250764,0.004129238,0.002570954,0.002273383,0.00174387,0.000615887,0.000420932,0.000281966,0.000170265,6.6767E-05,5.23898E-05,4.80495E-05,9.22742E-05,5.18522E-05,1.50435E-05,1.92352E-05,2.69448E-05,1.23904E-05,7.34673E-06,6.82446E-06,5.44053E-06,5.35313E-06,5.37718E-06,3.92365E-06,8.61941E-06,5.30653E-06,2.19116E-06,1.20449E-06,7.17222E-07,1.15937E-06,5.0784E-06,8.88872E-07,5.04766E-07,8.27762E-07,8.98406E-07,2.68123E-07,2.86874E-07,6.24206E-08,-781.51715,170.22325,-29.083946,27.32904,-23.439344,-12.240805,-12.557297,-13.251698,-8.807954,-1.030339,-8.964915,2.281802,-4.7743506,101.30307,50.572422,28.517561,19.20342,10.403355,10.817746,14.859069,11.3498125,9.066357,8.038167,10.045868,10.501203,13.547557,-6.3240433,-5.846033,-6.924132,-7.5903625,-8.405437,-11.036076,1.4610896,1.5603938,1.4399332,1.383084,1.3227818,1.1822371,0.746084089,-0.784006595
