lowlevel.silence_rate_60dB.stdev,lowlevel.spectral_contrast_valleys.mean.0,lowlevel.spectral_contrast_valleys.stdev.2,lowlevel.spectral_contrast_valleys.stdev.3,lowlevel.spectral_contrast_valleys.stdev.4,lowlevel.spectral_contrast_valleys.stdev.5,lowlevel.spectral_flux.mean,lowlevel.gfcc.mean.0,lowlevel.spectral_rms.mean,metadata.audio_properties.replay_gain,arousal.arousal,valence.valence
0.086708486,-6.4417744,1.0828935,0.9893423,0.966678,0.662469,0.013709327,-296.81387,0.000750947,13.044376,-0.609233306,-0.018961253
0.487783641,-5.5882483,1.2993171,1.17619,1.0882592,0.8653562,0.039594762,-149.82054,0.00185746,1.3833771,0.154163232,-0.579554823
0.478832781,-6.3849998,1.2370987,1.2090676,1.080342,0.763027,0.035015326,-134.13622,0.00166912,3.367485,0.352019786,-0.551525144
0,-7.8307743,0.9364381,0.8488072,0.9065313,0.60764116,0.011023656,-242.94171,0.000442696,3.0870361,-0.487221764,0.955482275
0.493316323,-6.33149,1.6330457,1.5436382,1.5192468,1.1088177,0.066135392,-182.97658,0.002281852,-7.280388,0.675185491,-0.744435284
0,-7.8323164,0.96596134,0.9119222,0.9191052,0.60461473,0.012590717,-232.57529,0.000500468,2.963997,-0.162407255,0.718054411
0,-8.6387205,0.8736547,0.8364471,0.8801415,0.72424656,0.004421237,-388.99854,0.000185055,27.819092,-0.823577906,0.497114592
0.39770934,-6.900935,1.4517365,1.4157549,1.3011413,1.0335149,0.062354002,-64.20374,0.002542989,-2.678503,0.779060181,0.18219291
0.483882874,-6.1571655,1.5222324,1.4893154,1.476373,0.8072701,0.06493707,-174.40807,0.002211341,-7.0834618,0.165704864,-0.76422094
0,-7.672188,1.2229781,1.2135189,1.1772318,0.8353251,0.006521278,-266.32446,0.000309682,17.012257,-0.07502061,0.388293487
0.464273512,-6.233743,1.2556251,1.364691,1.390224,1.0582397,0.040578801,-121.1768,0.001395374,-2.0034084,0.757625721,-0.511953833
0,-10.195554,0.9244542,0.81504965,0.77414334,0.5207446,0.000637389,-494.4483,3.06137E-05,40.651585,-0.991755977,0.853256389
0.19982551,-6.572429,1.1464778,1.0388595,0.97796875,0.7594197,0.021111563,-200.59769,0.001028251,7.496334,0.017312448,-0.094806265
0.286504537,-8.131044,1.1408213,1.1703851,1.3059111,1.1023387,0.017454416,-279.5884,0.000802927,1.1301575,-0.015663644,0.061830173
0,-9.578245,1.1827381,1.5421363,1.3504275,0.74200463,0.008679611,-355.05603,0.000315419,7.473007,-0.206924979,0.760923331
0.481045306,-5.9386973,1.1248909,1.1084539,0.9419076,0.67272335,0.02965783,-205.6249,0.001662064,10.370911,-0.066776587,-0.076669415
0.392536283,-6.788123,1.2391337,1.21211,1.1376992,0.6815318,0.037013944,-208.76353,0.001247668,-1.5496159,0.172300082,-0.477328937
0.411451072,-6.8763084,1.2346387,1.0286093,1.1007642,0.754034,0.019642202,-165.86795,0.002235252,2.1812973,0.688375927,-0.922506183
0.469141901,-6.0916047,1.4198501,1.3744807,1.4981487,1.1586144,0.040684521,-102.713646,0.001511346,-1.6124458,0.792250618,-0.706512778
0.391820788,-7.257719,1.1440009,0.9948738,0.9069766,1.2470076,0.020698996,-255.0068,0.001336743,0.85191727,0.50370981,-0.33223413
0.499871254,-8.021527,1.3416033,1.2626085,1.133889,0.78267455,0.035437606,-206.69202,0.001814039,1.9575729,0.28936521,-0.901071723
0,-7.8865066,1.1904266,1.116582,1.1043681,0.76064044,0.007634479,-309.3371,0.000344316,22.371223,-0.765869744,0.658697444
0.496386617,-6.3907495,1.8927041,1.5426209,1.3281405,1.4483037,0.069318071,-222.74707,0.002386614,-7.5769367,0.366859027,-0.416323166
0.499773592,-7.637539,1.5314969,1.4563258,1.6761652,0.48916122,0.044690114,-180.41988,0.001769617,-3.5249557,0.658697444,-0.934047815
0.276385605,-6.7995486,1.1587273,1.1216017,1.1026381,0.7820328,0.024935698,-153.85947,0.001232493,8.883198,0.340478153,-0.516900247
0,-8.231084,1.0653285,0.9191871,0.91198397,0.6682232,0.002846489,-394.19244,0.000139205,28.745495,-0.93569662,0.770816158
0.12215554,-4.3467355,1.3719623,1.2614629,1.1788492,0.9085667,0.147475749,34.172684,0.007353136,-7.084297,0.953833471,-0.896125309
0.136310592,-4.8310018,1.4789217,1.1943616,0.89377683,0.623818,0.119766377,-146.89897,0.006467939,-5.9212475,0.919208574,-0.940643034
0.14903231,-5.144815,1.2404736,1.2653775,1.1942903,0.99197614,0.055958249,-76.15333,0.003699442,1.1168327,0.511953833,-0.493816983
0.086708508,-7.8897057,1.0964192,0.96361494,0.8758036,1.1653568,0.010777855,-324.68738,0.000695373,6.835102,0.256389118,0.413025556
0.40880993,-6.7360106,1.0006263,0.97710097,1.0254554,0.75956184,0.031313445,-177.89525,0.001454638,12.257008,-0.20362737,-0.251442704
0.18146278,-9.071169,0.9006098,0.83873564,0.8484772,0.59647286,0.014770072,-391.1854,0.000674934,32.051292,-0.929101401,0.564715581
0.379317999,-7.3474455,1.2212156,1.2167296,1.358879,0.85224146,0.02678925,-183.67073,0.001135867,1.3372307,0.441055235,-0.714756801
0,-8.489127,1.1346273,1.0025662,1.0932236,0.65784687,0.00677821,-358.65506,0.000268364,10.111774,-0.782357791,0.739488871
0,-7.6692586,0.90489787,0.86305076,0.88159347,0.58381355,0.006488374,-253.20734,0.000310892,14.163784,-0.380049464,0.866446826
0,-7.503257,1.1121087,1.0402507,1.0111946,0.66183174,0.008355876,-232.3615,0.000451706,15.811123,-0.505358615,0.597691674
0.171420068,-8.49382,0.9640181,0.6856156,0.49727374,1.3728532,0.009455367,-494.88037,0.000400808,22.955551,-0.691673537,0.604286892
0,-8.487252,0.75485927,0.7699242,0.6636444,0.38262448,0.00242551,-417.64426,0.000168644,22.8909,-0.818631492,0.731244847
0.136310592,-4.9270797,1.2091568,1.2838781,1.2923806,1.108359,0.10806828,28.189178,0.004637355,-5.499857,0.940643034,-0.947238252
0,-9.123328,1.1878214,1.5419824,1.3372532,0.74680495,0.009306029,-342.0219,0.000343668,7.47073,-0.295960429,0.716405606
0.12215554,-4.542605,1.6039878,1.5714353,1.4385998,0.95314264,0.16710791,40.32984,0.008248574,-10.784559,0.986809563,-0.797197032
0,-10.414697,0.9205463,0.7312267,0.722343,0.6542462,0.001233077,-573.12787,6.48725E-05,36.86645,-0.810387469,-0.112943116
0,-9.415984,0.95825404,0.8326582,0.90062624,0.6805632,0.001575373,-370.99033,7.36454E-05,30.437634,-0.854905194,0.56801319
0,-9.148561,0.72912204,0.69019115,0.7232479,0.5101775,0.002648394,-490.70853,0.00011575,35.145634,-0.877988458,0.851607585
0.483882904,-6.385263,1.5833102,1.47381,1.4536321,0.86257577,0.065220058,-158.67944,0.002164422,-6.9805603,0.180544106,-0.863149217
0.136310592,-4.8256087,1.3121179,1.2562381,1.2641063,0.87253535,0.082661442,-20.673346,0.004728645,-3.4066257,0.812036274,0.022258862
0.472726971,-6.4231596,1.2850798,1.2086859,1.0731621,0.73698145,0.034716211,-145.35402,0.001653945,3.4222565,0.16075845,0.065127782
0,-9.173876,0.70264447,0.7065815,0.59421897,0.33680427,0.001211086,-492.09964,8.41248E-05,28.902779,-0.759274526,0.882934872
0,-10.778249,0.90325105,1.3414584,1.0679976,0.5443991,0.004460952,-430.60138,0.000161463,13.295708,-0.256389118,0.164056059
0.224094048,-8.112101,1.4627132,1.3717545,1.2581456,1.1160324,0.017510323,-270.14328,0.00068556,11.408806,-0.131079967,0.300906843
0,-9.717662,0.90550745,0.69905007,0.7487178,1.0455627,0.003442747,-495.28345,0.000184525,17.609978,0.271228359,0.134377576
0,-8.136691,1.1166226,0.9884901,1.0850353,0.67600495,0.008919678,-338.59982,0.000368308,10.099194,-0.784006595,0.912613355
0.106593154,-5.611123,0.7778663,0.7765702,0.6316356,0.43534607,0.072521381,-66.152985,0.003469459,-2.9651337,0.653751031,-0.864798021
0.5,-7.2045326,1.4571108,1.3634956,1.5961938,0.7815392,0.045119163,-147.17207,0.001797966,-3.5265121,0.604286892,-0.488870569
0,-8.362483,0.839188,0.79421663,0.8817044,0.49182647,0.009704209,-307.3491,0.000355647,3.1730957,-0.39983512,0.988458368
0.216373786,-6.8170705,1.2632661,1.2588146,1.2036543,0.9616167,0.012100914,-217.42316,0.000698775,5.805069,-0.297609233,-0.116240725
0,-7.467151,0.94695646,0.73732615,0.81509954,0.45835158,0.00444049,-440.25528,0.000274536,23.479046,-0.84995878,0.714756801
0.149032384,-6.311399,1.2021989,1.1257653,1.0583863,0.7050488,0.023349771,-164.15477,0.001111042,7.6703415,0.279472383,0.16075845
0,-8.37769,1.1669014,1.1124601,1.0611728,0.64938486,0.003655513,-347.64352,0.000202798,22.040344,-0.734542457,0.84995878
0.471404076,-6.420494,1.2605116,1.2364247,1.0826882,0.70563525,0.034622688,-146.55183,0.001648994,3.4307709,0.337180544,-0.472382523
0,-10.17958,1.0873679,1.0108297,0.99196357,0.6715371,0.005457494,-330.3499,0.000237405,19.447498,-0.582852432,0.61417972
0,-9.329831,0.8533756,0.8531949,0.97102314,0.9481612,0.000871448,-450.09967,5.77614E-05,31.796215,-0.696619951,0.881286068
0.122383729,-10.5556965,0.8462244,0.7329194,1.0082728,0.5215009,0.004006559,-475.1325,0.000137424,13.285351,-0.61417972,0.986809563
0.122155435,-8.042152,0.90432376,0.8339326,1.0123899,0.64284205,0.010916041,-359.23663,0.000516113,21.27464,-0.627370157,0.983511954
0.381407559,-7.009105,1.2881014,1.29485,1.3039626,0.89825314,0.020812221,-165.71675,0.001303547,1.2652893,0.579554823,0.13932399
0.12215554,-4.6516786,1.360134,1.2185051,1.2322716,0.75931317,0.109706141,-61.27662,0.005650993,-4.9356976,0.932399011,-0.945589448
0.484831691,-6.4404917,1.5250499,1.4945648,1.4736259,0.8014598,0.06448672,-173.74892,0.002186796,-7.0711803,0.619126134,-0.736191261
0.216374591,-6.408982,1.1392018,1.0447875,1.0520421,0.8235487,0.023718037,-143.16782,0.001119615,7.1415024,0.447650453,0.154163232
0,-8.267036,0.93929774,0.8390216,0.82216656,0.5533125,0.006302807,-395.6805,0.000289364,29.968937,-0.879637263,0.698268755
,,,,,,,,,,,
0,-13.920231,0.5458773,0.38932663,0.41494092,0.2185593,0.000179814,-685.97705,0.000168688,21.004673,-0.673536686,-0.017312448
0,-9.703434,1.0463873,0.97043663,1.0512439,0.8134826,0.0013782,-500.0867,4.94133E-05,26.610466,-0.737840066,-0.086562242
0.489141524,-6.423966,1.9293875,1.6445043,1.4266527,1.634007,0.069128931,-253.07182,0.002291782,-7.4183903,0.706512778,-0.648804617
0.286504537,-8.814243,1.1521635,1.1957595,1.3613808,1.1811281,0.014438768,-328.14267,0.000669116,0.09295654,0.320692498,-0.078318219
0.269656181,-7.3443346,1.186943,1.0272894,0.9416706,0.60243237,0.010739001,-341.05896,0.000733434,16.611214,-0.615828524,0.20362737
0,-7.720383,1.0431533,0.9703941,0.9435085,0.688937,0.005436478,-275.85315,0.000257695,20.5951,-0.587798846,0.475680132
0.12215554,-4.6645417,1.3904221,1.2984111,1.259106,1.0679185,0.18540132,122.59669,0.00918482,-10.002138,0.980214345,-0.515251443
0,-8.248,0.9336853,0.8240526,0.9449288,0.66007274,0.003404827,-370.83453,0.000156645,21.59882,-0.719703215,0.551525144
0.438304693,-7.3439074,1.6490955,1.6166977,1.494957,1.1502733,0.060515448,-84.96132,0.002420344,-2.3042946,0.515251443,0.107996702
0,-7.0170383,1.2854269,1.1731194,1.2289755,0.93919206,0.01152564,-217.5403,0.000533917,15.810238,-0.178895301,0.262984336
0.386531502,-6.876217,1.2756531,1.2780932,1.2044877,0.60182804,0.034988396,-233.05855,0.001183179,-1.5324345,0.175597692,-0.22506183
0,-8.140024,0.9358559,0.8838949,0.8336227,0.5671786,0.004986869,-381.9359,0.00025514,22.647488,-0.841714757,0.904369332
0,-6.637885,1.1405406,0.9858071,0.9374842,0.773608,0.015237768,-240.83743,0.000705189,13.591343,-0.358615004,0.859851608
0,-7.4817724,0.9173532,0.8945376,0.91027653,0.60856897,0.0083041,-225.13762,0.000392145,13.581196,-0.180544106,0.422918384
0.286504537,-9.314134,1.2336745,1.275655,1.408119,1.1933239,0.013358786,-347.89673,0.000629108,0.62685776,-0.302555647,-0.201978566
0.12215554,-4.444836,1.3856217,1.3533962,1.2698739,0.8778699,0.195086986,39.48344,0.00992701,-10.789753,0.975267931,-0.968672712
0.105993174,-7.571922,0.98913395,0.91876453,0.92975855,0.7692085,0.01205169,-335.23932,0.000593139,24.29737,-0.835119538,0.307502061
0,-8.4020815,1.1074945,0.96231896,1.0606254,0.590697,0.008501833,-317.55087,0.000319207,4.115753,-0.450948063,0.833470734
0.499770075,-5.83792,1.0734991,1.0075834,0.8877609,0.528828,0.040438276,-255.2407,0.001932969,7.0241966,-0.269579555,-0.098103875
0.105993293,-6.183574,1.0986515,1.0454118,0.9810956,0.6306321,0.021626055,-214.81631,0.001058346,12.064671,-0.167353669,-0.337180544
0,-8.938338,0.8601893,0.6902465,0.6684067,0.6803059,0.005200376,-422.22418,0.000273327,23.065048,-0.810387469,-0.112943116
0.479157507,-10.002196,1.0037295,1.0044538,0.98035115,0.5378869,0.006711273,-459.88617,0.002281807,-1.6106186,0.084913438,-0.175597692
0,-7.68983,0.5586575,0.61513513,0.476163,0.35404536,0.005111531,-338.3516,0.000355075,16.45543,-0.759274526,0.882934872
0.12215554,-7.7710886,1.4025757,1.4598097,1.6097764,0.9257998,0.073886238,-124.71341,0.009591163,-11.721863,0.774113768,-0.205276175
0.170794308,-8.478631,1.0283546,0.9020602,0.8294535,0.43316266,0.007811707,-435.47327,0.000342776,27.931553,-0.907666941,0.673536686
0,-8.6518545,0.8401681,0.7370464,0.7662019,0.53712696,0.003252961,-451.3178,0.00014794,32.737804,-0.955482275,0.91426216
0.222507313,-6.688543,1.5340524,1.510959,1.4089055,0.9326939,0.065708213,-140.51111,0.005365357,-12.884645,0.846661171,-0.985160758
0,-7.8204947,1.1015513,1.0411,0.9932017,0.7140996,0.006413198,-281.97015,0.000284937,17.10757,-0.515251443,0.015663644
0.086708263,-6.4872236,1.1223234,1.0772966,1.0320656,0.710398,0.015537159,-194.19499,0.000749556,10.908001,-0.084913438,-0.127782358
0.086708501,-6.5754805,1.1636165,1.1822888,1.264653,0.9624048,0.022851156,-159.73839,0.000894788,3.7814522,0.230008244,-0.846661171
0.471403986,-8.593208,1.1246146,1.0766169,0.9163072,0.4255614,0.008865803,-358.35458,0.001389956,-0.3043232,-0.033800495,-0.429513603
0.12215554,-4.542942,1.172664,1.0961727,1.0501304,0.83463603,0.196627229,-30.045586,0.00991159,-2.0085278,0.701566364,-0.330585326
0.377068847,-6.841632,1.261704,1.2144269,1.2058986,0.7703032,0.034368973,-218.36896,0.001174584,-1.6136284,0.164056059,-0.859851608
0.442348331,-5.6484327,1.5174898,1.4771547,1.4295582,1.0786823,0.142805263,-148.32129,0.004856274,-14.105602,0.192085738,-0.770816158
0,-8.952004,0.8805649,0.76724917,1.0049574,0.42373407,0.002764458,-461.9921,0.000121166,19.910927,-0.22506183,0.995053586
0.39770937,-8.997538,1.1675639,1.2373334,1.3512852,1.2549236,0.027675714,-282.12067,0.001297181,-6.235716,0.851607585,-0.470733718
0,-6.865088,1.0235626,0.97466063,1.0899836,0.7276004,0.019999305,-189.68529,0.001110293,10.182228,-0.248145095,0.493816983
0,-8.29507,0.9469255,0.88834107,0.8028659,0.5151424,0.004214386,-399.12634,0.000226566,22.75436,-0.816982688,0.751030503
0.334964961,-7.0305853,1.7443465,1.6759796,1.5397688,1.334948,0.020217985,-201.11316,0.000848866,3.1050262,0.03215169,-0.586150041
0.409376711,-6.7644653,1.2212412,1.2185999,1.1071475,0.8668374,0.062445223,-61.732582,0.002526739,-2.696478,0.605935697,-0.380049464
0.485749781,-6.1318502,1.5479195,1.4699844,1.4400854,0.92050743,0.065415382,-153.43631,0.002236497,-7.098505,0.744435284,-0.653751031
0.171420068,-8.549143,0.90563035,0.64499617,0.7563212,1.2354555,0.009480419,-485.5774,0.000362831,18.386509,-0.070074196,-0.358615004
0,-7.568866,1.1044285,1.0123063,0.986832,0.74732953,0.007630847,-252.04468,0.000361768,17.322353,-0.556471558,0.007419621
0,-7.7920127,1.04878,0.9490536,0.91831166,0.516903,0.004116312,-350.9786,0.000200488,24.263771,-0.858202803,0.724649629
0.12215554,-4.5607657,1.4104878,1.2633821,1.2698004,0.95355266,0.20657213,48.403404,0.010109329,-11.617029,0.920857378,-0.976916735
0.34317413,-5.997032,1.1770961,1.1046927,1.102813,0.88025635,0.027452983,-134.52124,0.001289363,6.805874,0.328936521,-0.668590272
0.408810526,-6.8743043,1.235875,1.1699423,1.3437836,0.827993,0.028266639,-156.63922,0.001244875,1.2263794,0.187139324,0.030502885
0.086708486,-6.2663407,1.2214552,1.1722004,1.1635154,0.8132664,0.022048917,-154.5229,0.001060289,5.933956,0.107996702,0.675185491
0.35855034,-12.14452,0.92916226,1.4217539,1.3163966,0.6785527,0.097336292,-410.96713,0.004694474,-12.371601,0.581203627,-0.299258038
0,-8.959802,0.8743359,0.75414824,0.7793903,0.4140125,0.001320107,-470.43076,6.39912E-05,37.26456,-0.995053586,0.749381698
0.483882904,-6.4046826,1.6961548,1.6178596,1.5976099,0.7653951,0.064495794,-205.36905,0.00215274,-7.332958,0.58944765,-0.752679308
,,,,,,,,,,,
0,-7.5710235,0.94169205,0.87072164,0.8682952,0.6165792,0.012449459,-328.5383,0.00057666,23.965939,-0.833470734,0.688375927
0,-7.0293427,1.1586975,1.081162,1.066169,0.7677615,0.013320698,-257.5408,0.000680551,21.1189,-0.624072547,-0.005770816
0,-7.866976,1.0606922,0.9715539,0.9971686,0.8183914,0.005962685,-291.1001,0.000286046,21.519768,-0.495465787,0.960428689
0.489428908,-8.844952,1.080191,1.172512,1.2909199,1.9146926,0.082366899,-193.551,0.00339401,-8.17577,0.772464963,0.091508656
0,-8.356647,0.9068228,0.89582586,0.929798,0.5319709,0.01074142,-290.9243,0.000399559,3.1430855,-0.572959604,0.744435284
0.286504537,-7.815143,1.2941984,1.2393723,1.2882438,1.0025909,0.016989518,-229.06104,0.000798199,1.0671196,0.086562242,0.261335532
0,-9.408206,1.0362592,0.90890616,1.112097,0.8063421,0.005638728,-337.94214,0.000222904,10.107876,-0.521846661,0.790601814
0.316326469,-6.6594534,1.4270419,1.3542024,1.2004708,0.6702876,0.020092785,-211.20956,0.001110593,9.666847,0.009068425,-0.271228359
0,-8.406733,0.972021,0.929607,0.9700522,0.60985065,0.007404475,-346.26486,0.000366033,9.116989,-0.69991756,0.925803792
0,-7.9947095,1.043472,0.96028703,1.0147704,0.8207517,0.005328207,-298.16595,0.000243756,21.997665,0.023907667,-0.015663644
0,-8.219154,0.9991554,0.9684714,0.9574533,0.6182046,0.011505206,-242.45998,0.00046578,7.0829086,-0.050288541,0.391591096
0,-8.420384,0.7557012,0.7438854,0.661402,0.3783742,0.002613147,-415.84512,0.000174357,22.872189,-0.462489695,0.963726298
0.492035776,-6.1576867,1.5401992,1.5075442,1.440041,0.7134843,0.066436373,-168.41954,0.002252788,-7.1062527,0.708161583,-0.633965375
0,-9.787437,0.85960275,0.85170364,1.1551758,1.22554,0.009949923,-369.54788,0.000293958,14.50169,-0.101401484,-0.046990932
0.136310592,-5.021188,1.0909959,0.9895329,0.995396,0.7069836,0.07947281,-148.3455,0.003626186,1.7890091,-0.099752679,-0.604286892
0.40498668,-6.5449386,1.5189613,1.4239802,1.2852252,0.7153491,0.032533403,-166.30394,0.001548781,4.090931,0.459192086,-0.338829349
0,-7.543943,1.0821378,0.99232733,0.9226796,0.67452693,0.019029805,-273.89343,0.000965386,18.929043,-0.63561418,0.467436109
0.421511561,-7.2667947,1.3218194,1.2179592,1.4645004,1.2655147,0.172734171,-62.866745,0.005624176,-16.913677,0.825226711,0.038746908
0,-6.360136,1.1936048,1.0564866,0.9094455,0.63257587,0.01646171,-219.25468,0.000818439,13.468643,-0.317394889,-0.079967024
0.403369516,-10.753618,1.6947618,1.8881369,1.7510068,1.2891848,0.030808756,-331.27048,0.001023946,-1.8294086,0.713107997,-0.302555647
0.470048249,-6.439801,1.2482983,1.2302324,1.0755501,0.6548178,0.0344484,-155.27367,0.001640362,3.4961433,0.653751031,-0.864798021
0.493006617,-7.8986893,1.3776634,1.2999396,1.4274074,1.1110823,0.052438617,-145.02625,0.002176343,-4.6191196,0.424567189,-0.698268755
0.430837274,-6.8225274,1.3514501,1.2966665,1.2571942,1.1734512,0.041482475,-197.43474,0.001542588,-2.868948,0.516900247,-0.642209398
0.499108016,-6.3240433,1.4399332,1.383084,1.3227818,1.1822371,0.073474661,-155.7853,0.002599325,-7.960623,0.746084089,-0.784006595
0.286504537,-7.6902747,1.2762196,1.239809,1.3060554,0.9979226,0.019550063,-217.39104,0.000881087,0.5744133,0.215169002,0.54657873
0.411451638,-7.209291,1.0933862,1.0227321,0.9287028,1.2363915,0.024590122,-253.27359,0.00142463,0.8796196,0.4641385,0.216817807
0,-6.99417,1.0693499,1.033505,1.0183636,0.7552062,0.009797992,-220.72037,0.000474243,14.059902,-0.169002473,0.624072547
0.180150762,-4.4995995,1.6665173,1.4397044,1.49704,0.98531973,0.209857509,-78.070694,0.011523744,-10.254423,0.983511954,-0.917559769
0,-6.4817677,1.3491554,1.1609775,1.1400014,0.7039626,0.013639319,-247.77408,0.000680055,12.382519,-0.05358615,-0.030502885
0.431937844,-6.648787,1.5339127,1.4454513,1.4179826,1.207949,0.040109314,-203.53654,0.001494994,-2.6888084,0.457543281,-0.688375927
0.276385665,-7.5888343,1.8301873,1.4815438,1.5445696,1.3740363,0.143840641,-85.83278,0.005586398,-4.2156296,0.813685078,-0.948887057
0,-9.145656,0.7675,0.7405174,0.7385062,0.5302908,0.002668827,-484.28384,0.00011759,35.311924,-0.74278648,0.836768343
0.136310592,-4.688934,1.3334643,1.375049,1.3582678,0.94097185,0.111065984,6.3557954,0.005040997,-9.778814,0.694971146,0.523495466
0.18146269,-5.7405005,1.0683985,0.99273926,0.8952327,0.6291797,0.02633323,-224.84503,0.00128602,9.264477,-0.483924155,-0.269579555
0,-10.34191,0.92248607,0.9078299,0.9686651,0.7366592,0.003719194,-314.0625,0.000186795,17.61702,-0.584501237,0.274525969
0.454528272,-5.7875667,1.2222348,1.1139313,1.0064939,0.73626924,0.060819201,-152.2931,0.002970816,6.3807373,0.20362737,0.330585326
0,-10.497974,1.0987612,1.3405802,1.189002,1.1829804,0.011888394,-339.50983,0.000363411,12.575466,-0.068425392,-0.023907667
0.41929096,-6.8356524,1.407422,1.3245693,1.2790555,1.067113,0.037193533,-217.00551,0.001320614,-1.9626522,0.091508656,-0.3569662
0.121928461,-8.904387,0.92761457,0.8221983,1.0878664,0.51103127,0.004451645,-425.54156,0.000173981,13.948601,-0.729596043,0.93569662
0,-8.139497,0.927607,0.8733279,0.8104115,0.5276156,0.004902888,-382.29236,0.000254896,22.622738,-0.904369332,0.899422918
0.291807592,-7.7777643,1.4806461,1.4022142,1.5909921,0.42806104,0.025015527,-242.23152,0.001003626,2.458538,0.078318219,-0.694971146
0,-7.827556,1.2801034,1.2194215,1.1824889,0.83132684,0.005882374,-270.40405,0.000282708,17.150536,-0.792250618,0.559769167
0.483128995,-7.4231973,1.9974846,1.8111206,1.9598507,1.9669557,0.062609598,-185.60506,0.003089103,-6.480549,0.84995878,-0.211871393
0.471404046,-5.606882,1.2644576,1.1838142,1.0406307,0.6827632,0.043963742,-131.38695,0.002116794,1.0091095,0.599340478,-0.584501237
0.216373995,-8.769637,0.96007746,1.0015389,1.1827698,1.0414383,0.008980392,-360.53598,0.000419302,6.2737656,-0.129431162,0.600989283
0,-11.736491,1.575921,1.6718346,1.590274,0.89535326,0.000371422,-665.16895,1.77663E-05,32.289474,-0.960428689,0.228359439
0.49166593,-6.856106,1.2499185,1.1424513,1.0179478,0.70675343,0.085833855,-208.74892,0.003638508,9.272835,-0.50370981,-0.314097279
0.287479937,-6.5480924,1.3380891,1.2156755,1.1854349,0.8177533,0.055006973,-84.19919,0.002830048,-3.2792282,0.929101401,-0.7856554
0.377068847,-7.141265,1.6217539,1.555558,1.5269036,0.6351686,0.033855826,-297.64645,0.001149579,-1.509079,0.192085738,-0.770816158
0,-8.369984,1.0454245,0.9035004,0.88349754,0.5710194,0.003052714,-355.74405,0.000146564,26.99268,-0.831821929,0.950535862
0,-10.232457,0.84544563,0.65965974,0.7927307,1.0224471,0.002558765,-534.6903,0.000113584,18.37783,-0.249793899,0.145919209
0.286504537,-8.103437,1.2350297,1.2015748,1.2860227,1.0500653,0.014720566,-272.40405,0.000705666,1.0987091,0.079967024,0.218466612
0.493913949,-6.4853883,1.5577143,1.5467302,1.4705522,1.0216215,0.066260844,-173.77223,0.002284096,-7.295082,0.693322341,-0.553173949
0.181462348,-5.238609,1.2090862,1.135238,1.0963459,0.7804821,0.058400784,-92.3729,0.002934043,-2.333477,0.178895301,-0.371805441
0.171420157,-7.054943,1.2259568,1.2025714,1.2782102,0.91377693,0.054379452,-34.59608,0.002814856,-4.4934177,0.906018137,-0.93569662
0.490497291,-6.4611287,1.6700667,1.616846,1.5802007,0.8384372,0.067549787,-230.83376,0.002293666,-7.5101852,0.192085738,-0.770816158
0,-7.5334744,1.2537702,1.2101338,1.2277726,0.85915756,0.007599906,-247.7218,0.000352766,14.424419,-0.474031327,0.452596867
0,-6.3781195,1.1429894,1.0363693,1.063859,0.8732818,0.016675176,-192.19252,0.000787136,11.818596,-0.554822754,-0.253091509
0,-10.985779,1.624535,1.810952,1.5805984,0.9072349,0.001557474,-486.13367,7.90716E-05,24.119751,-0.843363561,-0.09645507
0.149032652,-6.3940163,1.2367918,1.0616722,1.0445082,0.79219043,0.018554831,-178.93771,0.001045511,7.7779503,0.015663644,-0.556471558
0.499080479,-6.7139306,1.4751695,1.3753862,1.414608,1.553348,0.07178586,-94.1671,0.002767982,-8.911547,0.896125309,-0.87139324
0,-7.1574025,0.90734684,0.79021376,0.80523753,0.6185184,0.006873003,-351.73593,0.000348956,19.271744,-0.897774114,0.599340478
0.497180372,-6.2618947,1.5034231,1.4362584,1.4501764,1.3825238,0.079624668,-58.90711,0.002818944,-8.379576,0.910964551,-0.223413026
0,-8.123845,1.0090796,0.90968674,1.013197,0.6910832,0.006115335,-291.53522,0.000276161,19.501984,-0.586150041,0.736191261
0.43884024,-7.452903,1.5361782,1.4762031,1.3653464,1.0420938,0.058519207,-83.81802,0.002360858,-2.2757206,0.780708986,0.101401484
0,-7.092641,1.0560738,0.9923463,0.98906773,0.75415045,0.009250741,-227.62614,0.000416042,15.092567,-0.149216818,0.843363561
0.491351813,-6.3283367,1.5124582,1.4397141,1.4227232,0.91242313,0.066210471,-147.10823,0.002248794,-7.100765,0.869744435,-0.927452597
0.136310592,-5.190759,1.4139657,1.3591286,1.4005744,1.1547897,0.110689886,80.67926,0.005315429,-6.179819,0.955482275,-0.970321517
0,-8.559018,0.74928105,0.687947,0.6197899,0.32558906,0.002188389,-456.12463,0.000123753,28.30141,-0.945589448,0.856553998
0.461173385,-6.893425,1.3574264,1.3257115,1.229179,0.946533,0.033912677,-118.70413,0.001537874,3.247631,0.587798846,0.132728772
0.369256258,-6.313553,1.0984883,0.98715115,0.967312,0.85589343,0.022775799,-320.783,0.001194246,10.651989,-0.531739489,0.323990107
0.461173415,-6.8910894,1.3597668,1.3266585,1.2155656,0.9578963,0.033828467,-118.957535,0.001535274,3.2452202,0.472382523,0.28936521
0.14903231,-5.832979,1.3389448,1.3102793,1.2867697,0.9390632,0.043185864,-186.0841,0.004401403,-6.805113,0.591096455,-0.600989283
